,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title.1,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,Short,Film-Noir
2407,Nicolas Winding Refn,676,100,0,228.0,Albert Brooks,33000.0,35054909,Ryan Gosling,Drive,431578,34337,Russ Tamblyn,0,"kissing in an elevator,mythical hero,neo noir,protective male,silent protagonist",http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264,English,USA,R,15000000,2011,745.0,7.8,2.35,81000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2408,Sara Sugarman,74,89,10,231.0,Carol Kane,811.0,29302097,Adam Garcia,Confessions of a Teenage Drama Queen,23408,2167,Glenne Headly,8,"band,friend,new york city,suburb,teenager",http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,105,English,Germany,PG,15000000,2004,636.0,4.6,1.85,810,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2409,Nicholas Hytner,65,111,13,106.0,Tim Daly,818.0,29106737,Liam Aiken,The Object of My Affection,15582,1450,Kali Rocha,0,"baby,dancing,gay,name calling,penis slur",http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,132,English,USA,R,15000000,1998,511.0,6.0,1.85,849,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2410,Juan Carlos Fresnadillo,274,100,35,306.0,Harold Perrineau,10000.0,28637507,Jeremy Renner,28 Weeks Later,212167,11471,Catherine McCormack,1,"paris france,rage,sniper,u.s. army,zombie apocalypse",http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,713,English,UK,R,15000000,2007,1000.0,7.0,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2411,Thomas Carter,50,115,49,100.0,Matthew Daddario,116.0,30127963,Jessie T. Usher,When the Game Stands Tall,12596,525,Ser'Darius Blain,0,"coach,high school football",http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,64,English,USA,PG,15000000,2014,110.0,6.7,1.85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2412,Wayne Wang,96,106,61,649.0,Luke Benward,907.0,32645546,Cicely Tyson,Because of Winn-Dixie,8427,3462,Eva Marie Saint,5,"10 year old,dog,florida,girl,supermarket",http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,88,English,USA,PG,14000000,2005,807.0,6.4,1.85,1000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2413,Gina Prince-Bythewood,68,124,107,865.0,Sanaa Lathan,1000.0,27441122,Alfre Woodard,Love & Basketball,14322,5135,Omar Epps,0,"basketball movie,female basketball player,high school,nba,title directed by female",http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,116,English,USA,PG-13,15000000,2000,886.0,7.2,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2414,George Armitage,111,107,5,141.0,Michael Cudlitz,893.0,28014536,Minnie Driver,Grosse Pointe Blank,73347,2044,Mitchell Ryan,1,"assassin,high school,high school reunion,reunion,suburb",http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,296,English,USA,R,15000000,1997,822.0,7.4,1.85,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2415,Phil Traill,128,99,3,628.0,Katy Mixon,14000.0,33860010,Bradley Cooper,All About Steve,33088,16461,Beth Grant,3,"blind date,crossword puzzle,eccentric,fall,mine shaft",http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,143,English,USA,PG-13,15000000,2009,982.0,4.8,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,Joe Berlinger,160,90,31,162.0,Erica Leerhsen,193.0,26421314,Kim Director,Book of Shadows: Blair Witch 2,28964,608,Kurt Loder,0,"convenience store,digit in title,punctuation in title,violence,witch",http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,457,English,USA,R,15000000,2000,184.0,4.0,1.85,949,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2417,Andrew Fleming,93,101,26,266.0,Rachel True,838.0,24881000,Christine Taylor,The Craft,57140,1812,Brenda Strong,0,"coven,occult,outcast,spell,witch",http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,195,English,USA,R,15000000,1996,328.0,6.2,1.85,6000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2418,Woody Allen,278,119,11000,400.0,Mark Gatiss,19000.0,23089926,Scarlett Johansson,Match Point,166269,20391,Penelope Wilton,3,"extramarital affair,infidelity,irony of fate,surprise ending,tennis",http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,735,English,UK,R,15000000,2005,567.0,7.7,1.85,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2419,Elizabeth Allen Rosenbaum,81,103,20,125.0,Hutch Dano,512.0,26161406,Sierra McCormick,Ramona and Beezus,13874,1002,Jason Spevack,2,"aunt,cat,death of pet,girl,no opening credits",http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,52,English,USA,G,15000000,2010,316.0,6.7,2.35,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,James Ivory,58,134,133,258.0,Peter Vaughan,12000.0,22954968,Anthony Hopkins,The Remains of the Day,45703,12749,Ben Chaplin,1,"butler,housekeeper,manor,servant,service",http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,156,English,UK,PG,11500000,1993,310.0,7.9,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2421,Paul Thomas Anderson,153,155,0,170.0,Nicole Ari Parker,3000.0,26384919,Don Cheadle,Boogie Nights,189032,3677,Nina Hartley,15,"1970s,adult entertainment industry,nightclub,porn industry,san fernando valley california",http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,560,English,USA,R,15000000,1997,360.0,7.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2422,Robert Harmon,25,94,11,232.0,Rosanna Arquette,1000.0,22189039,Kieran Culkin,Nowhere to Run,17074,2210,Joss Ackland,0,"business,escaped convict,farm,motorcycle,widow",http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,55,English,USA,R,15000000,1993,605.0,5.5,1.85,466,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2423,Michael Mayer,46,95,15,461.0,Danny Pino,1000.0,20998709,Alison Lohman,Flicka,6095,3845,Tim McGraw,0,"father son relationship,horse,horse ranch,ranch,wild mustang",http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,76,English,USA,PG,15000000,2006,786.0,6.2,2.35,1000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2424,Martin Weisz,161,89,7,399.0,Daniella Alonso,919.0,20801344,Jeff Kober,The Hills Have Eyes II,49721,2559,Jacob Vargas,0,"desert,fight,hill,murder,mutant",http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,211,English,USA,R,15000000,2007,557.0,5.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2425,John Ottman,108,97,83,579.0,Joey Lawrence,912.0,21468807,Loretta Devine,Urban Legends: Final Cut,13048,2682,Jacinda Barrett,2,"film set,movie set,sequel,slow motion,urban legend",http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,227,English,USA,R,14000000,2000,786.0,4.1,2.35,243,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2426,Jay Russell,69,90,13,613.0,Sissy Spacek,882.0,19158074,William Hurt,Tuck Everlasting,17983,2661,Jonathan Jackson,2,"fountain of youth,immortality,secret,woods,young man",http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,127,English,USA,PG,15000000,2002,874.0,6.7,2.35,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2427,John Bonito,78,92,8,129.0,Firass Dirani,472.0,18843314,Kelly Carlson,The Marine,27486,1045,Drew Powell,1,"beating,marine,muscleman,tied up,tough guy",http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,284,English,USA,PG-13,20000000,2006,239.0,4.7,1.85,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2428,Peter Atencio,129,100,10,415.0,Will Forte,826.0,20566327,Nia Long,Keanu,15385,2958,Keegan-Michael Key,2,"car chase,gangsta,gun fight,hitman,kitten",http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,84,English,USA,R,15000000,2016,622.0,6.4,2.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,Shana Feste,135,117,19,461.0,Cinda McCain,3000.0,20218921,Leighton Meester,Country Strong,14814,4204,Tim McGraw,4,"country music,panties,pink panties,relapse,songwriter",http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,114,English,Official site,PG-13,15000000,2010,646.0,6.3,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2430,David Nutter,96,84,119,918.0,Ethan Embry,989.0,17411331,Bruce Greenwood,Disturbing Behavior,17328,4660,Katharine Isabelle,3,"blue ribbon,high school,jacket,jock,yogurt",http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,237,English,Australia,R,15000000,1998,982.0,5.5,1.85,673,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2431,Derek Cianfrance,417,140,310,619.0,Ben Mendelsohn,33000.0,21383298,Ryan Gosling,The Place Beyond the Pines,187170,34413,Angelo Anthony Pizza,3,"bank,carnival,motorcycle,police,rookie cop",http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,376,English,USA,R,15000000,2012,748.0,7.3,2.35,47000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2432,Roger Donaldson,172,108,79,537.0,Akie Kotabe,775.0,24984868,Luke Bracey,The November Man,50056,3033,Will Patton,2,"critically bashed,premarital sex,sex scene,sex standing up,stripper",http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,152,English,USA,R,15000000,2014,614.0,6.3,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2433,Stephan Elliott,88,109,11,159.0,Patrick Bergin,471.0,16459004,Jason Priestley,Eye of the Beholder,13320,1069,Geneviève Bujold,1,"chicago illinois,false identity,femme fatale,new york city,spying",http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,415,English,Canada,R,15000000,1999,308.0,4.9,2.35,327,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2434,Kathryn Bigelow,388,131,0,383.0,Christian Camargo,10000.0,15700000,Jeremy Renner,The Hurt Locker,332065,11114,Brian Geraghty,0,"army,bomb,dangerous job,death,iraq",http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,876,English,USA,R,15000000,2008,602.0,7.6,1.85,16000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2435,Mark L. Lester,45,114,73,563.0,George C. Scott,695.0,15100000,Heather Locklear,Firestarter,22797,3444,David Keith,1,"captain,experiment,fire,psychic,secret government agency",http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,96,English,USA,R,15000000,1984,654.0,6.0,2.35,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2436,Andrew Dominik,414,97,181,748.0,Sam Shepard,11000.0,14938570,Brad Pitt,Killing Them Softly,111625,14025,Ben Mendelsohn,1,"exploding car,hit by a car,poker game,punched in the face,shot to death",http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,369,English,USA,R,15000000,2012,820.0,6.2,2.35,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2437,Anton Corbijn,291,122,210,123.0,Nina Hoss,22000.0,17237244,Philip Seymour Hoffman,A Most Wanted Man,57210,22574,Homayoun Ershadi,3,"intelligence,intelligence agency,secret service,surveillance camera,war on terror",http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,158,English,UK,R,15000000,2014,164.0,6.8,2.35,13000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2438,Tom Green,97,87,374,484.0,Harland Williams,826.0,14249005,Rip Torn,Freddy Got Fingered,39788,2689,Eddie Kaye Thomas,1,"animator,bamboo cane,cartoonist,sausage,slacker",http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,619,English,USA,R,15000000,2001,503.0,4.5,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,Mike Nawrocki,37,85,12,23.0,Cam Clarke,354.0,12701880,Yuri Lowenthal,The Pirates Who Don't Do Anything: A VeggieTales Movie,2037,568,Phil Vischer,0,"17th century,king,pirate,vegetable,waiter",http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,22,English,USA,G,15000000,2008,173.0,5.7,1.85,175,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,Douglas Aarniokoski,90,101,36,377.0,Adrian Paul,1000.0,12801190,Christopher Lambert,Highlander: Endgame,16340,2764,Adam Copeland,1,"battle,explosion,immortal,revenge,sequel to cult film",http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,355,English,USA,R,15000000,2000,786.0,4.6,2.35,356,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,Bryan Barber,81,121,16,526.0,Faizon Love,907.0,12549485,Cicely Tyson,Idlewild,4603,3633,Bobb'e J. Thompson,4,"gangster,playing piano,song and dance,speakeasy,written and directed by cast member",http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,91,English,USA,R,15000000,2006,585.0,6.2,2.35,489,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2442,Lone Scherfig,221,107,92,358.0,Jim Sturgess,11000.0,13766014,Anne Hathaway,One Day,106111,17627,Rafe Spall,0,"23 year time span,accidental death,best friend,loss of loved one,male female friendship",http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,181,English,USA,PG-13,15000000,2011,5000.0,7.0,2.35,49000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2443,Drew Barrymore,230,111,0,727.0,Jimmy Fallon,796.0,13034417,Daniel Stern,Whip It,55665,2633,Alia Shawkat,1,"beauty pageant,friend,pageant,roller derby,texas",http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,118,English,USA,PG-13,15000000,2009,787.0,6.9,2.35,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2444,James Foley,119,97,164,308.0,Brian Van Holt,436.0,12212417,Louis Lombardi,Confidence,30643,1172,Leland Orser,3,"con,grifter,lap dance,organized crime,shot in the forehead",http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,144,English,USA,R,15000000,2003,324.0,6.7,2.35,622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2445,Albert Brooks,97,97,745,745.0,Bradley Whitford,12000.0,11614236,Jeff Bridges,The Muse,9294,15209,Albert Brooks,2,"directed by star,muse,satire,screenwriter,tiffany's",http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,140,English,USA,PG-13,15000000,1999,821.0,5.6,1.37,251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,Irwin Winkler,119,125,34,65.0,Keith Allen,427.0,13337299,Kevin McNally,De-Lovely,9649,729,Sandra Nelson,7,"cole porter,composer,love,party,tears",http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,226,English,USA,PG-13,20000000,2004,66.0,6.6,2.35,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
2447,Woody Allen,42,124,11000,563.0,Larry David,11000.0,10763469,Woody Allen,New York Stories,13692,12685,Mia Farrow,0,"12 year old,artist,hotel,three word title,written and directed by cast member",http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,55,English,USA,PG,15000000,1989,860.0,6.4,1.85,877,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2448,Steve Gomer,24,76,9,47.0,Kyla Pratt,595.0,11144518,Trevor Morgan,Barney's Great Adventure,2724,1139,Shirley Douglas,0,"apostrophe in title,critically bashed,hit on the head with a ball,punctuation in title,tyrannosaurus rex",http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,53,English,Canada,G,15000000,1998,417.0,2.8,1.85,436,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,RZA,208,107,561,353.0,RZA,746.0,15608545,Rick Yune,The Man with the Iron Fists,53471,2377,Daniel Wu,3,"blacksmith,box office flop,chop socky,critically bashed,village",http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,224,English,USA,R,15000000,2012,561.0,5.4,2.35,29000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,Dean Parisot,42,91,23,629.0,Jake Busey,925.0,10443316,Catherine O'Hara,Home Fries,7159,2913,Shelley Duvall,2,"baby,infidelity,pilot,pregnant,waitress",http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,88,English,USA,PG-13,15000000,1998,660.0,5.0,1.85,247,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2451,Mark Piznarski,44,96,4,670.0,Chris Klein,989.0,10494147,Bruce Greenwood,Here on Earth,7403,3142,Elaine Hendrix,1,"diner,love,private school,school,small town",http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,162,English,USA,PG-13,15000000,2000,841.0,5.1,1.85,648,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2452,Terry Gilliam,230,142,0,1000.0,Bob Hoskins,22000.0,9929000,Robert De Niro,Brazil,152306,29475,Jim Broadbent,0,"black comedy,bureaucracy,dream,terrorist,wrongful arrest",http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,513,English,UK,R,15000000,1985,5000.0,8.0,1.85,16000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2453,Sean McNamara,46,103,80,782.0,Rebecca De Mornay,1000.0,10411980,Oliver James,Raise Your Voice,22649,4676,Jason Ritter,0,"music school,scholarship,small town,stage fright,three word title",http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,212,English,USA,PG,15000000,2004,872.0,5.9,2.35,1000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2454,Joel Coen,249,117,0,12000.0,Jeff Bridges,22000.0,17439163,Philip Seymour Hoffman,The Big Lebowski,537419,47728,Steve Buscemi,1,"death,drug,nihilism,rug,white russian",http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,1028,English,USA,R,15000000,1998,12000.0,8.2,1.85,35000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2455,Craig Brewer,197,116,153,539.0,Michael Raymond-James,3000.0,9396487,Justin Timberlake,Black Snake Moan,52421,5012,S. Epatha Merkerson,0,"breasts,nipples visible through clothing,nudity,rear entry sex,white panties",http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,200,English,USA,R,15000000,2006,788.0,7.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2456,Ron Shelton,71,118,41,274.0,Dash Mihok,556.0,9059588,Khandi Alexander,Dark Blue,17261,1873,Michael Michele,1,"corrupt,criminal,investigation,lapd,police",http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,125,English,USA,R,15000000,2002,463.0,6.6,2.35,455,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2457,Michael Winterbottom,190,108,187,254.0,Archie Panjabi,11000.0,9172810,Angelina Jolie Pitt,A Mighty Heart,24150,12178,Dan Futterman,0,"fbi,journalist,missing,pakistan,reporter",http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,118,English,USA,R,16000000,2007,883.0,6.7,2.35,923,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
2458,David Raynr,50,94,9,612.0,Jodi Lyn O'Keefe,11000.0,8735529,James Franco,Whatever It Takes,8055,13524,Marla Sokoloff,4,"male objectification,manipulative behavior,modern day adaptation,narcissistic woman,promiscuous woman",http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,89,English,USA,PG-13,15000000,2000,897.0,5.5,1.85,816,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2459,Mort Nathan,63,97,2,461.0,Lin Shaye,890.0,8586376,Vivica A. Fox,Boat Trip,26598,3161,Bob Gunton,4,"gay,hot air balloon,rejecting a marriage proposal,talking to a dog,vomiting on someone",http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,132,English,USA,R,20000000,2002,852.0,4.9,1.85,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,Oliver Parker,104,97,32,692.0,Tom Wilkinson,14000.0,8378141,Colin Firth,The Importance of Being Earnest,18966,16502,Rupert Everett,5,"comedy of manners,false identity,farce,love,period drama",http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,141,English,UK,PG,15000000,2002,1000.0,6.9,2.35,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2461,Wil Shriner,49,91,6,596.0,Neil Flynn,8000.0,8080116,Logan Lerman,Hoot,6562,10732,Tim Blake Nelson,0,"fight,florida,montana,owl,school",http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,66,English,USA,PG,15000000,2006,625.0,5.6,1.85,647,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,Martin McDonagh,300,107,454,39.0,Anna Madeley,65.0,7757130,Elizabeth Berrington,In Bruges,307639,173,Eric Godon,1,"bruges,bullet,hope,irish,tourist",http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,513,English,UK,R,15000000,2008,49.0,8.0,2.35,32000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2463,Tina Gordon Chism,43,95,24,426.0,S. Epatha Merkerson,931.0,9123834,Tyler James Williams,Peeples,4065,3322,Diahann Carroll,6,african american,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,33,English,USA,PG-13,15000000,2013,539.0,5.3,2.35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,Peter Cattaneo,132,102,11,1000.0,Bradley Cooper,15000.0,6409206,Emma Stone,The Rocker,32311,33153,Josh Gad,4,"20 years later,drummer,hdtv,rock band,rock star",http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,104,English,USA,PG-13,15000000,2008,14000.0,6.2,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2465,Vicky Jenson,97,88,96,360.0,Zach Gilford,24000.0,6373693,J.K. Simmons,Post Grad,11498,25637,Bobby Coleman,1,"graduation,graduation speech,title directed by female,tv studio,unemployment",http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,53,English,USA,PG-13,15000000,2009,971.0,5.3,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,Gus Van Sant,242,106,835,363.0,Hal Holbrook,13000.0,7556708,Matt Damon,Promised Land,30284,14544,Terry Kinney,1,"corporate greed,corporation,natural gas,salesman,small town",http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,102,English,USA,R,15000000,2012,826.0,6.6,1.85,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2467,Woody Allen,218,92,11000,386.0,Michael McKean,860.0,5306447,Larry David,Whatever Works,58967,2717,Conleth Hill,1,"atheist,limp,quantum mechanics,religion,runaway",http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,169,English,USA,PG-13,15000000,2009,658.0,7.2,1.85,10000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,Mary Lambert,49,105,52,275.0,Susan Ward,477.0,5217498,Matthew Settle,The In Crowd,3668,2312,A.J. Buckley,4,"clique,country club,female protagonist,lip gloss,title directed by female",http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,85,English,USA,PG-13,15000000,2000,397.0,4.6,1.85,157,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2469,Tommy Lee Jones,172,107,0,289.0,Dwight Yoakam,572.0,5023275,Levon Helm,Three Burials,34194,1627,Guillermo Arriaga,2,"cemetery,friend,journey,mexico,promise",http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,199,English,France,R,15000000,2005,324.0,7.5,2.35,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2470,Peter Kassovitz,68,120,0,693.0,Mark Margolis,49000.0,4956401,Robin Williams,Jakob the Liar,12601,51657,Michael Jeter,2,"german,ghetto,hope,nazi,radio",http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,89,English,France,PG-13,15000000,1999,1000.0,6.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2471,Shane Black,223,103,1000,611.0,Corbin Bernsen,21000.0,4235837,Robert Downey Jr.,Kiss Kiss Bang Bang,175962,23932,Larry Miller,2,"actor,detective sergeant,hotel,nightclub,thief",http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,336,English,USA,R,15000000,2005,1000.0,7.6,2.35,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2472,Rodman Flender,59,92,6,577.0,Fred Willard,890.0,4002955,Vivica A. Fox,Idle Hands,33745,3654,Elden Henson,0,"breasts,female frontal nudity,nude woman murdered,slow motion scene,trailer home",http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,198,English,USA,R,20000000,1999,729.0,6.2,1.85,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
