Name,Rating,Directed By,Runtime,Studio,TOMATOMETER score,TOMATOMETER Count,AUDIENCE score,AUDIENCE count
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton", NR, Chris Smith,   94 minutes    , Netflix  ,  94%    ,    48  ,  88%    , 924
A Christmas Prince, NR, Alex Zamm,   92 minutes    , Netflix  ,  73%    ,    11  ,  47%    , 310
The Lego Ninjago Movie, PG (for some mild action and rude humor), Charlie Bean,   90 minutes    , Warner Bros. Pictures  ,  55%    ,    132  ,  46%    ," 18,790"
The Mountain Between Us," PG-13 (for a scene of sexuality, peril, injury images, and brief strong language)", Hany Abu-Assad,   100 minutes    , 20th Century Fox  ,  39%    ,    168  ,  47%    ," 12,516"
Dunkirk, PG-13 (for intense war experience and some language), Christopher Nolan,   107 minutes    , Warner Bros. Pictures  ,  93%    ,    443  ,  81%    ," 68,124"
Stronger," R (for language throughout, some graphic injury images, and brief sexuality/nudity)", David Gordon Green,   119 minutes    , Lionsgate and Roadside Attractions  ,  89%    ,    190  ,  80%    ," 12,867"
mother!," R (for strong disturbing violent content, some sexuality, nudity and language)", Darren Aronofsky,   115 minutes    , Paramount Pictures  ,  69%    ,    368  ,  50%    ," 24,687"
Flatliners," PG-13 (for violence and terror, sexual content, language, thematic material, and some drug references)", Niels Arden Oplev,   108 minutes    , Columbia Pictures  ,  4%    ,    76  ,  33%    ," 11,722"
Tomorrow Ever After, NR, Ela Thier,   95 minutes    , Thier Productions  ,  86%    ,    7  ,  64%    , 230
The King's Choice, NR, Erik Poppe,   130 minutes    , Samuel Goldwyn Films  ,  84%    ,    25  ,  84%    , 504
Viceroy's House, NR, Gurinder Chadha,   107 minutes    , Anguille Productions  ,  73%    ,    77  ,  66%    ," 1,978"
A Question of Faith, PG (for thematic elements), Kevan Otto,   91 minutes    , Pure Flix Entertainment  ,  40%    ,    5  ,  77%    ," 1,143"
Psychopaths, NR, Mickey Keating,   85 minutes    , Samuel Goldwyn Films  ,  24%    ,    17  ,  8%    , 40
4 Days in France (Jours de France), NR, Jérôme Reybaud,   141 minutes    , The Cinema Guild  ,  90%    ,    21  ,  42%    , 93
Leatherface," R (for strong bloody violence, disturbing images, language and some sexuality/nudity)"," Julien Maury,  Alexandre Bustillo",   90 minutes    , Lionsgate  ,  30%    ,    44  ,  24%    ," 3,098"
The Adventurers, NR, Stephen Fung,   104 minutes    , Gravity Pictures  ,  14%    ,    7  ,  27%    , 174
Jeepers Creepers 3, NR, Victor Salva,   100 minutes    , Infinity Films  ,  17%    ,    6  ,  33%    ," 2,610"
Brawl in Cell Block 99, NR, S. Craig Zahler,   132 minutes    , RLJE Films  ,  91%    ,    90  ,  74%    ," 6,061"
Blood Money," R (for language throughout including sexual references, and for some violence)", Lucky McKee,   89 minutes    ," Saban Films, Lionsgate  ",  50%    ,    8  ,  16%    , 88
The Stolen, NR, Niall Johnson,   95 minutes    , Cork Films  ,  0%    ,    5  ,  28%    , 27
Slumber," R (for some disturbing material, and language)", Jonathan Hopkins,   85 minutes    , Vertical Entertainment  ,  0%    ,    7  ,  20%    , 109
Christmas Inheritance, NR, Ernie Barbarash,   104 minutes    , Netflix  ,  43%    ,    7  ,  35%    , 133
Amityville: The Awakening," R (for disturbing horror violence and terror, suggestive images, brief language and thematic material)", Franck Khalfoun,   100 minutes    , Dimension Films  ,  30%    ,    20  ,  32%    ," 23,694"
The Nut Job 2: Nutty by Nature, PG (for action and some rude humor), Cal Brunker,   86 minutes    , Open Road Films  ,  14%    ,    63  ,  44%    ," 7,248"
Cars 3, G, Brian Fee,   109 minutes    , Walt Disney Pictures  ,  70%    ,    227  ,  69%    ," 27,223"
Atomic Blonde," R (for sequences of strong violence, language throughout, and some sexuality/nudity)", David Leitch,   115 minutes    , Focus Features  ,  79%    ,    346  ,  64%    ," 34,479"
Harmonium (Fuchi ni tatsu), NR, Koji Fukada,   118 minutes    , Nagoya Broadcasting Network  ,  100%    ,    38  ,  80%    , 232
Wind River," R (strong violence, a rape, disturbing images, and language)", Taylor Sheridan,   111 minutes    , The Weinstein Company  ,  88%    ,    241  ,  90%    ," 29,290"
The Journey, PG-13 (for thematic elements including violent images and language), Nick Hamm,   94 minutes    , IFC Films  ,  69%    ,    88  ,  65%    , 549
Whisky Galore, NR, Gillies MacKinnon,   98 minutes    , Whisky Galore Movie Ltd  ,  39%    ,    23  ,  53%    , 150
Your Name. (Kimi No Na Wa.)," PG (for thematic elements, suggestive content, brief language, and smoking)", Makoto Shinkai,   106 minutes    , FUNimation Films  ,  98%    ,    112  ,  94%    ," 12,048"
The Secret Scripture," PG-13 (for disturbing thematic content, some sexuality and language)", Jim Sheridan,   108 minutes    , Apollo Media  ,  36%    ,    39  ,  69%    , 287
The Limehouse Golem, NR, Juan Carlos Medina,   105 minutes    , RLJ Entertainment  ,  73%    ,    75  ,  55%    ," 2,363"
Daguerrotype (Le secret de la chambre noire), NR, Kiyoshi Kurosawa,   131 minutes    , Under the Milky Way  ,  43%    ,    14  ,  55%    , 31
"Literally, Right Before Aaron", NR, Ryan Eggold,   97 minutes    , Screen Media Films  ,  25%    ,    20  ,  49%    , 256
Chasing Trane: The John Coltrane Documentary, NR, John Scheinfeld,   99 minutes    , Meteor 17  ,  76%    ,    41  ,  75%    , 863
Kedi, NR, Ceyda Torun,   79 minutes    , Oscilloscope Laboratories  ,  98%    ,    124  ,  85%    ," 6,580"
It Happened in L.A., NR, Michelle Morgan,   97 minutes    , Hyperion Media Group  ,  69%    ,    16  ,  69%    , 70
Landline," R (for sexual content, language and drug use)", Gillian Robespierre,   96 minutes    , Amazon Studios  ,  75%    ,    126  ,  63%    ," 2,975"
Bitch, NR, Marianna Palka,   93 minutes    , Dark Sky Films  ,  65%    ,    37  ,  30%    , 221
Mudbound," R (for some disturbing violence, brief language and nudity)", Dee Rees,   134 minutes    , Netflix  ,  97%    ,    191  ,  85%    ," 5,741"
Ingrid Goes West," R (for language throughout, drug use, some sexual content and disturbing behavior)", Matt Spicer,   97 minutes    , NEON  ,  86%    ,    187  ,  71%    ," 9,164"
The Good Postman, NR, Tonislav Hristov,   82 minutes    , Making Movies Oy  ,  100%    ,    6  ,  67%    , 14
Brigsby Bear," PG-13 (for thematic elements, brief sexuality, drug material and teen partying)", Dave McCary,   97 minutes    , Sony Pictures Classics  ,  83%    ,    160  ,  86%    ," 3,962"
The Glass Castle," PG-13 (for mature thematic content involving family dysfunction, and for some language and smoking)", Destin Daniel Cretton,   127 minutes    , Lionsgate  ,  52%    ,    161  ,  71%    ," 8,719"
Overdrive," PG-13 (for violence, action, some sexual material and language)", Antonio Negret ,   93 minutes    , Paramount Pictures  ,  23%    ,    13  ,  26%    , 400
A Gray State, NR, Erik Nelson,   93 minutes    , First Run Features  ,  100%    ,    18  ,  56%    , 204
6 Below: Miracle On The Mountain," PG-13 (for thematic elements including drug addiction, some disturbing images and brief partial nudity)", Scott Waugh,   89 minutes    , Dune Entertainment  ,  22%    ,    18  ,  54%    , 305
Radius, NR," Caroline Labrèche,  Steeve Léonard",   87 minutes    , Epic Pictures  ,  92%    ,    13  ,  60%    , 523
Amanda and Jack Go Glamping, NR, Brandon Dickerson,   94 minutes    , Spiral Films  ,  40%    ,    5  ,  73%    , 114
Gold Star, NR, Victoria Negri,   90 minutes    , Big Vision Creative  ,  86%    ,    7  ,  64%    , 32
Spider-Man: Homecoming," PG-13 (for sci-fi action violence, some language and brief suggestive comments)", Jon Watts,   133 minutes    , Sony Pictures  ,  92%    ,    384  ,  87%    ," 107,605"
War for the Planet of the Apes," PG-13 (for sequences of sci-fi violence and action, thematic elements, and some disturbing images)", Matt Reeves,   140 minutes    , 20th Century Fox  ,  94%    ,    347  ,  84%    ," 56,804"
Kidnap, R (for violence and peril), Luis Prieto,   82 minutes    , Aviron Pictures  ,  38%    ,    87  ,  50%    ," 13,832"
Age Of Kill, NR, Neil Jones,   82 minutes    , Hereford Films  ,  0%    ,    6  ,  28%    , 33
Annabelle: Creation, R (for horror violence and terror), David F. Sandberg,   109 minutes    , New Line Cinema  ,  71%    ,    184  ,  67%    ," 21,862"
Everybody Knows... Elizabeth Murray, NR, Kristi Zea,   58 minutes    , RubyRed Productions  ,  100%    ,    6  ,  17%    , 31
The Emoji Movie, PG (for rude humor), Anthony Leondis,   86 minutes    , Sony Pictures Animation  ,  7%    ,    129  ,  38%    ," 25,128"
Red Christmas, NR," Aug 25, 2017 limited",   82 minutes    , Artsploitation Films  ,  47%    ,    19  ,  19%    , 121
Lady Macbeth," R (for some disturbing violence, strong sexuality/nudity, and language.)", William Oldroyd,   89 minutes    , Roadside Attractions  ,  88%    ,    189  ,  71%    ," 6,380"
Hermia & Helena, NR, Matías Piñeiro,   87 minutes    , Trapecio Cine  ,  84%    ,    25  ,  33%    , 123
Bushwick, NR," Cary Murnion,  Jonathan Milott",   94 minutes    , RLJ Entertainment  ,  46%    ,    71  ,  31%    , 679
Person to Person, NR, Dustin Guy Defa,   84 minutes    , Magnolia Pictures  ,  53%    ,    47  ,  46%    , 363
Newness, NR, Drake Doremus,   112 minutes    , Giant Interactive  ,  69%    ,    16  ,  62%    , 324
RUMBLE: The Indians Who Rocked the World, NR," Catherine Bainbridge,  Alfonso Maiorana",   103 minutes    , Rezolution Pictures  ,  91%    ,    44  ,  86%    , 186
An Inconvenient Sequel: Truth To Power, PG (for thematic elements and some troubling images)," Jon Shenk,  Bonni Cohen",   99 minutes    , Paramount Pictures  ,  79%    ,    155  ,  50%    ," 6,883"
A Very Sordid Wedding, NR, Del Shores,   109 minutes    , Beard Collins Shores Productions  ,  86%    ,    7  ,  95%    ," 1,532"
The Midwife (Sage femme), NR, Martin Provost,   117 minutes    , Music Box Films  ,  89%    ,    88  ,  78%    , 474
Most Beautiful Island, NR, Ana Asensio,   80 minutes    , Samuel Goldwyn Films  ,  93%    ,    45  ,  47%    , 529
Shot Caller," R (for strong bloody violence, pervasive language, some drug use and brief nudity)", Ric Roman Waugh,   121 minutes    , Saban Films  ,  67%    ,    45  ,  80%    ," 3,760"
God of War, NR, Gordon Chan,   128 minutes    , Well Go USA Entertainment  ,  80%    ,    10  ,  55%    , 449
The Wilde Wedding," R (for language, sexual content and drug use)", Damian Harris,   96 minutes    , Vertical Entertainment  ,  27%    ,    15  ,  15%    , 99
Batman vs. Two-Face, NR," Michael Jelenic,  James Tucker",   72 minutes    , DC Entertainment  ,  100%    ,    8  ,  60%    , 179
One of Us, NR," Rachel Grady,  Heidi Ewing",   95 minutes    , Netflix  ,  96%    ,    26  ,  83%    , 456
Beside Bowie: The Mick Ronson Story, NR, Jon Brewer,   108 minutes    , Cardinal Releasing Ltd.  ,  80%    ,    5  ,  60%    , 28
Wheelman, NR, Jeremy Rush,   82 minutes    , Netflix  ,  88%    ,    24  ,  66%    , 757
11/8/16, NR," Duane Andersen,  Yung Chang,  Garth Donovan,  Vikram Gandhi,  Raul Gasteazoro,  Andrew Beck Grace,  Jamie Goncalves,  Alma Har'el,  Daniel Junge,  Alison Klayman,  Martha Shane,  Ciara Lacy,  Elaine McMillion Sheldon,  Bassam Tariq,  Don Argott,  Sheena M. Joyce,  Petra Epperlein,  Michael Tucker",   104 minutes    , Cinetic Media  ,  75%    ,    12  ,  61%    , 99
B&B, NR, Joe Ahearne,   87 minutes    , Breaking Glass Pictures  ,  89%    ,    9  ,  36%    , 69
1922, NR, Zak Hilditch,   101 minutes    , Netflix  ,  90%    ,    41  ,  57%    ," 1,754"
Creep 2, NR, Patrick Brice,   80 minutes    , The Orchard  ,  100%    ,    23  ,  73%    , 883
Patton Oswalt: Annihilation, NR, Bobcat Goldthwait,   60 minutes    , Netflix  ,  100%    ,    13  ,  63%    , 114
Joan Didion: The Center Will Not Hold, NR, Griffin Dunne,   94 minutes    , Netflix  ,  89%    ,    35  ,  79%    , 216
Girls Trip," R (for crude and sexual content throughout, pervasive language, brief graphic nudity, and drug material)", Malcolm D. Lee,   122 minutes    , Universal Pictures  ,  91%    ,    165  ,  78%    ," 23,101"
The Layover," R (for language throughout, sexual content and some drug material)", William H. Macy,   88 minutes    , Vertical Entertainment  ,  0%    ,    18  ,  22%    ," 1,496"
Baby Driver, R (for violence and language throughout.), Edgar Wright,   113 minutes    , Sony Pictures  ,  93%    ,    372  ,  86%    ," 62,796"
Marjorie Prime, NR, Michael Almereyda,   97 minutes    , FilmRise  ,  90%    ,    90  ,  62%    ," 1,463"
The Survivalist, NR, Stephen Fingleton,   104 minutes    , IFC Midnight  ,  96%    ,    45  ,  66%    ," 6,740"
Harold And Lillian: A Hollywood Love Story, NR,"  Daniel Raim,  Francis Ford Coppola,  Mel Brooks,  Danny DeVito",   100 minutes    , Adama Films  ,  97%    ,    31  ,  90%    , 239
"Top Cat Begins (Don Gato, el inicio de la pandilla)"," PG (for rude humor, action and some language)", Andrés Couturier,   95 minutes    , Viva Entertainment  ,  17%    ,    6  ,  29%    , 110
The Book of Henry, PG-13 (for thematic elements and brief strong language), Colin Trevorrow,   105 minutes    , Focus Features  ,  22%    ,    143  ,  63%    ," 5,857"
Mr. Gaga: A True Story of Love and Dance, NR, Tomer Heymann,   100 minutes    , Heyman Brothers Films  ,  86%    ,    29  ,  83%    , 250
Realive, NR, Mateo Gil,   112 minutes    , Syfy Films  ,  79%    ,    29  ,  52%    , 445
Maudie, PG-13 (for some thematic content and brief sexuality), Aisling Walsh,   115 minutes    , Sony Pictures Classics  ,  89%    ,    148  ,  89%    ," 7,565"
Heartstone (Hjartasteinn), NR, Guðmundur Arnar Guðmundsson,   129 minutes    , SF Studios  ,  84%    ,    25  ,  77%    , 320
Fallen," PG-13 (thematic material, violent images, some sensuality, language and teen partying)", Scott Hicks,   91 minutes    , Destination Films and Vertical Entertainment  ,  7%    ,    14  ,  66%    ," 1,939"
A Ghost Story, R (for brief language and a disturbing image), David Lowery,   87 minutes    , Ideaman Studios  ,  91%    ,    268  ,  66%    ," 16,640"
78/52: Hitchcock's Shower Scene, NR, Alexandre O. Philippe,   91 minutes    , IFC Films  ,  89%    ,    81  ,  78%    ," 1,155"
Wish Upon," PG-13 (for violent and disturbing images, thematic elements and language)", John R. Leonetti,   89 minutes    , Broad Green Pictures  ,  19%    ,    90  ,  30%    ," 4,609"
The Wizard of Lies, NR, Barry Levinson,   133 minutes    , Tribeca Productions  ,  74%    ,    46  ,  63%    ," 1,727"
Super Dark Times, NR, Kevin Phillips,   102 minutes    , The Orchard  ,  89%    ,    46  ,  72%    ," 2,677"
Churchill," PG (for thematic elements, brief war images, historical smoking throughout, and some language)", Jonathan Teplitzky,   110 minutes    , Cohen Media Group  ,  49%    ,    115  ,  55%    ," 3,102"
Sharknado 5: Global Swarming, NR, Anthony C. Ferrante,   90 minutes    , Syfy  ,  30%    ,    10  ,  38%    , 254
Wasted! The Story of Food Waste, NR," Anna Chai,  Nari Kye",   85 minutes    , Zero Point Zero Films  ,  100%    ,    9  ,  73%    , 211
The Death and Life of Marsha P. Johnson, NR, David France,   105 minutes    , Netflix  ,  96%    ,    28  ,  73%    , 184
Pilgrimage, NR, Brendan Muldowney,   96 minutes    , RLJ Entertainment  ,  68%    ,    38  ,  40%    , 365
Cold Moon, NR, Griff Furst,   92 minutes    , Uncork'd Entertainment  ,  67%    ,    9  ,  36%    , 137
Haunters: The Art of the Scare, NR, Jon Schnitzer,   88 minutes    , The Brain Factory  ,  100%    ,    9  ,  81%    , 129
Kingdom of Us, NR, Lucy Cohen,   110 minutes    , Netflix  ,  100%    ,    8  ,  84%    , 116
The Legend Of 420, NR, Peter Spirer,   87 minutes    , Head Gear Films  ,  100%    ,    5  ,  94%    , 67
Love with the Proper Stranger, NR, Robert Mulligan,   102 minutes    , Paramount Pictures  ,  80%    ,    10  ,  87%    ," 1,437"
Pirates of the Caribbean: Dead Men Tell No Tales," PG-13 (for sequences of adventure violence, and some suggestive content)"," Espen Sandberg,  Joachim Rønning",   135 minutes    , Walt Disney Pictures  ,  30%    ,    282  ,  61%    ," 130,597"
47 Meters Down," PG-13 (for sequences of intense, peril, bloody images, and brief strong language)", Johannes Roberts,   89 minutes    , Entertainment Studios Motion Pictures  ,  54%    ,    155  ,  35%    ," 12,377"
Wonder Woman," PG-13 (for sequences of violence and action, and some suggestive content)", Patty Jenkins,   141 minutes    , Warner Bros. Pictures  ,  93%    ,    445  ,  87%    ," 129,132"
Queen of the Desert, PG-13 (for brief nudity and some thematic elements), Werner Herzog,   127 minutes    , IFC Films  ,  18%    ,    78  ,  35%    ," 1,350"
The Devil's Candy, NR, Sean Byrne,   80 minutes    , IFC Midnight  ,  92%    ,    51  ,  64%    ," 5,615"
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble, PG-13 (for brief strong language), Morgan Neville,   96 minutes    , Tremolo Productions  ,  84%    ,    56  ,  84%    ," 2,272"
Certain Women, R (for some language), Kelly Reichardt,   107 minutes    , Film Science  ,  91%    ,    185  ,  50%    ," 5,439"
